"velocity","Alstom 1MW","Alstom Beluga 9","Andritz Hydro Hammerfest HS1500","Atlantis AR1000","Atlantis AR1500","Atlantis AR2000","MCT SeaGen 600kW","MCT SeaGen-S 2MW","Nova Innovation M100","ORPC TidGen","Orbital Marine Power Orbital O2","Orbital Marine Power SR2000","Sabella D10","Sabella D15","Tidal Energy Pty Ltd DHV","Verdant Gen4","Verdant Gen5","Voith 1 MW test","TTL 1 MW 3 ms Limit","TTL 1 MW 5 ms Limit"
2.33,654.310018951022,142.595624981148,721.87440451842,688.155431829418,721.87440451842,915.955173439686,400.640368568877,1583.18684766821,98.9246301938324,110.823079336775,1583.18684766821,962.49920602456,203.031661350111,507.579153375277,81.8124325120876,44.3292317347099,215.313411282876,1000,972.080155438445,972.725063602323
2.34,662.039483792966,144.435795521958,731.176256378028,695.945067884296,731.176256378028,927.775407946104,405.300120197213,1597.56298059159,99.0105573804065,111.829408641411,1597.56298059159,974.901675170704,205.651747920913,514.129369802282,82.8666423895098,44.7317634565646,217.268565360456,1000,973.623613170449,974.57378366155
2.35,669.739297135905,146.303949182635,740.598236858588,703.670096008015,740.598236858588,939.773373087198,409.934008488366,1611.57772561293,99.0829467145559,112.810440792905,1611.57772561293,987.46431581145,208.311677644806,520.779194112016,83.9344668439733,45.1241763171621,219.174570683359,1000,974.741776638763,976.229535463455
2.36,677.442511142341,148.175962200192,750.04510847912,711.382157192086,750.04510847912,951.79125194299,414.566284534819,1625.4485837992,99.1573536000052,113.781400865944,1625.4485837992,1000.06014463883,210.97710242957,527.442756073926,85.0051122943002,45.5125603463777,221.061007396692,1000,975.949959089082,977.867010458149
2.37,685.125896676909,150.063765766807,759.563479906798,719.048069987987,759.563479906798,963.905364365283,419.180603807301,1639.05713685065,99.2265906233874,114.733999579546,1639.05713685065,1012.7513065424,213.665010242193,534.162525605481,86.0838610561038,45.8935998318183,222.911770611689,1000,976.990945921709,979.40744058011
2.38,692.784033773992,151.967423233811,769.152249490452,726.662002823308,769.152249490452,976.114991427828,423.773585833516,1652.39557037702,99.2909840964686,115.667689926392,1652.39557037702,1025.53633265394,216.375491284078,540.938728210196,87.1705882755846,46.2670759705567,224.725797571275,1000,977.861454605108,980.855645143614
2.39,700.381969424738,153.900009833915,778.846066943668,734.179029103604,778.846066943668,988.482060308611,428.321827288071,1665.32506436422,99.3435755892278,116.572754505495,1665.32506436422,1038.46142259156,219.127162439305,547.817906098262,88.2692209202824,46.6291018021981,226.484208753534,1000,978.295764226347,982.132235431953
2.4,707.970105036981,155.836054785465,788.570171110121,741.668426401429,788.570171110121,1000.87859677121,432.860075369484,1678.09546937332,99.3991145243919,117.466682856133,1678.09546937332,1051.42689481349,221.883757692586,554.709394231465,89.3712860591471,46.986673142453,228.220983834772,1000,978.805211503021,983.408146757265
2.41,715.516333011117,157.788155437238,798.360196608245,749.088584416382,798.360196608245,1013.36731778841,437.366747864084,1690.57655470692,99.4506938262414,118.340358829484,1690.57655470692,1064.48026214433,224.663213503412,561.658033758529,90.4808222822678,47.3361435317937,229.918411440141,1000,979.130225040854,984.605443769124
2.42,722.979971455912,159.769594884499,808.240751193592,756.389624767217,808.240751193592,1025.99706560558,441.815177122352,1702.62567138387,99.4917984525467,119.183796996871,1702.62567138387,1077.65433492479,227.484442716406,568.711106791014,91.6006184686071,47.6735187987485,231.557091308207,1000,979.012321035851,985.648216809815
2.43,730.422747434026,161.754489580887,818.155192715801,763.651610227843,818.155192715801,1038.66395623767,446.246792830777,1714.50732477429,99.536166820141,120.015512734201,1714.50732477429,1090.87359028774,230.310591610286,575.776479025716,92.7242551744575,48.0062050936802,233.172996169304,1000,978.943066218529,986.699275988961
2.44,737.807032956999,163.75564177478,828.129378969792,770.828144195865,828.129378969792,1051.41797866354,450.636865363769,1726.08722135672,99.5773157655101,120.826105494971,1726.08722135672,1104.17250529306,233.159888386356,582.899720965891,93.8546629499098,48.3304421979882,234.747862104514,1000,978.669700137177,987.683902147494
2.45,745.087096719234,165.786544353911,838.178105335643,777.865140581214,838.178105335643,1064.29515279435,454.955888868458,1737.22019649634,99.6091760488629,121.605413754744,1737.22019649634,1117.57080711419,236.051544597658,590.128861494146,94.9935186047063,48.6421655018976,236.261946723503,1000,977.941531783789,988.52976342156
2.46,752.335269412315,167.820897155785,848.262209702949,784.85258622866,848.262209702949,1077.21487167788,459.251511114114,1748.18276214651,99.6444857707155,122.372793350256,1748.18276214651,1131.01627960393,238.948113333138,597.370283332846,96.1363837663343,48.9491173401024,237.752855651926,1000,977.230144268423,989.391291846104
2.47,759.509047064194,169.871709249956,858.397995099332,791.739991258001,858.397995099332,1090.21464067216,463.49625616749,1758.83775802055,99.6771895977022,123.118643061439,1758.83775802055,1144.53066013244,241.868117271909,604.670293179773,97.2851061112577,49.2474572245755,239.201935090795,1000,976.290267713856,990.197115480232
2.48,766.603411709887,171.93904398579,868.582389399944,798.522967597837,868.582389399944,1103.29167326557,467.687230115033,1769.18467406622,99.7074632958192,123.842927184635,1769.18467406622,1158.10985253326,244.811646612581,612.029116531451,98.439337465327,49.5371708738542,240.609115673006,1000,975.112970000173,990.950468251375
2.49,773.565302505273,174.037104512636,878.818029607308,805.140955933302,878.818029607308,1116.46662384444,471.790724073803,1779.07129700936,99.7296635863895,124.534990790655,1779.07129700936,1171.75737280974,247.798924198656,619.49731049664,99.5993766888282,49.8139963162621,241.953696393273,1000,973.450251636579,991.581535885835
2.5,780.483207574742,176.138184866023,889.086977310834,811.69959058027,889.086977310834,1129.68599894921,475.86398837538,1788.79674578548,99.7555604336421,125.215772204984,1788.79674578548,1185.44930308111,250.790501498692,626.976253746731,100.763190761895,50.0863088819935,243.276357426825,1000,971.764730727945,992.238124198143
2.51,787.307556075399,178.255989661402,899.393801726298,818.142075041633,899.393801726298,1142.97246735456,479.875480900225,1798.21638396592,99.7794980782964,125.875146877615,1798.21638396592,1199.19173563506,253.805891529613,634.514728824033,101.93129752898,50.3500587510458,244.557428219365,1000,969.813705597765,992.851105391916
2.52,793.981681259135,180.404938653701,909.731649906986,824.405149304956,909.731649906986,1156.33407967236,483.789542820333,1807.17786331678,99.7963001689564,126.502450432174,1807.17786331678,1212.97553320931,256.86562554404,642.164063860099,103.102920322792,50.6009801728697,245.776189411081,1000,967.359701403363,993.354604620134
2.53,800.60308159235,182.556895625988,920.099322219346,830.602381013257,920.099322219346,1169.73973189355,487.668593615348,1815.98633708679,99.8167308120297,127.119043596075,1815.98633708679,1226.79909629246,259.929642404971,649.824106012428,104.277923184859,50.8476174384301,246.974141843803,1000,964.844156476772,993.887444554521
2.54,807.118641990233,184.725778838138,930.492158752513,836.674252187699,930.492158752513,1183.19981846951,491.479159464106,1824.49649245132,99.8355848750624,127.714754471593,1824.49649245132,1240.65621167002,263.017759322271,657.544398305678,105.455777991952,51.085901788637,248.13152297338,1000,962.034744471305,994.384252676197
2.55,813.468753577144,186.926226581028,940.894211543058,842.555438992257,940.894211543058,1196.71018369645,495.18402606603,1832.55666181989,99.8481494417246,128.278966327392,1832.55666181989,1254.52561539074,266.150818706191,665.377046765477,106.634677308213,51.3115865309569,249.227706007505,1000,958.705751964818,994.783128544478
2.56,819.758984692604,189.129668532621,951.32037872958,848.366369179794,951.32037872958,1210.26130566648,498.850184948707,1840.47555745716,99.8642034186606,128.833289022001,1840.47555745716,1268.42717163944,269.288141328673,673.220353321683,107.816309589352,51.5333156088004,250.304675814173,1000,955.277358354717,995.213945950525
2.57,825.93328785557,191.35023851955,961.757165586344,854.045387050149,961.757165586344,1223.85170003961,502.442593087238,1848.10797402677,99.8789894759926,129.367558181874,1848.10797402677,1282.34288744846,272.449851329593,681.124628323983,108.999145433119,51.7470232727496,251.342684467641,1000,951.528851570259,995.615138291793
2.58,831.988849236245,193.587999889374,972.199413499306,859.590921273629,972.199413499306,1237.47584482375,505.959844448612,1855.458666257,99.8925923479856,129.88210663799,1855.458666257,1296.26588466574,275.636038904988,689.09009726247,110.182600196588,51.952842655196,252.342378610952,1000,947.452310546048,995.988574705872
2.59,837.860973624819,195.858330588465,982.619189405113,864.933442275379,982.619189405113,1251.11386692052,509.361883633648,1862.37244445394,99.9008106667835,130.366071111776,1862.37244445394,1310.15891920682,278.868599607404,697.171499018511,111.363508132579,52.1464284447104,253.282652445736,1000,942.832306788209,996.275931074751
2.6,843.668604129405,198.131195708931,993.052903870347,870.205410105476,993.052903870347,1264.78399989311,512.723434043065,1869.17005461422,99.9123472247475,130.841903822996,1869.17005461422,1324.0705384938,282.104768890256,705.261922225639,112.545995771973,52.3367615291982,254.207127427534,1000,938.075181084316,996.598806925247
2.61,849.350630860791,200.421454013078,1003.47552262588,875.340878373975,1003.47552262588,1278.46960078485,516.006599807976,1875.70212215713,99.9229300148314,131.299148550999,1875.70212215713,1337.96736350117,285.365703077215,713.414257693037,113.7272258976,52.5196594203995,255.095488613369,1000,932.970277672588,996.89897734729
2.62,854.678755168342,202.74470879585,1013.85088338253,880.26945462988,1013.85088338253,1292.13937720653,519.170527286842,1881.81568659002,99.9288293379557,131.727098061301,1881.81568659002,1351.80117784337,288.673618578466,721.684046446166,114.903100116687,52.6908392245205,255.926933376243,1000,927.31749827722,997.122307479727
2.63,859.909566122026,205.070477409337,1024.23055766739,885.128000074735,1024.23055766739,1305.83208459559,522.293132856803,1887.82981404602,99.9377725655932,132.148086983221,1887.82981404602,1365.64074355652,291.985113342591,729.962783356477,116.079463202304,52.8592347932886,256.744854710259,1000,921.500184778448,997.38130261863
2.64,864.976414936034,207.413841004919,1034.5815300881,889.849528764704,1034.5815300881,1319.51998771299,525.335641375481,1893.5967760238,99.9459444456649,132.551774321666,1893.5967760238,1379.44204011746,295.321660337082,738.304150842705,117.252573409984,53.0207097286663,257.529161539236,1000,915.322665317537,997.621777882519
2.65,869.649600643099,209.790630156902,1044.86001873769,894.363231205648,1044.86001873769,1333.16103359942,528.256692762708,1898.96632695394,99.9500799269357,132.927642886776,1898.96632695394,1393.14669165025,298.70579957887,746.764498947174,118.417468790271,53.1710571547103,258.259420465736,1000,908.601293917563,997.793768897462
2.66,874.365810060266,212.16991062359,1055.13203407935,898.809269012943,1055.13203407935,1346.81363869398,531.136748694988,1904.25401482401,99.956953403421,133.297781037681,1904.25401482401,1406.8427121058,302.093486024603,755.233715061508,119.581630528993,53.3191124150724,258.978546016066,1000,901.695866292125,998.00083996738
2.67,878.902759319733,214.566987868475,1065.35717192843,903.120035716458,1065.35717192843,1360.43962358427,533.936426327945,1909.31426977388,99.9631997947403,133.651998884171,1909.31426977388,1420.47622923791,305.506512023668,763.76628005917,120.740479485222,53.4607995536685,259.666740689247,1000,894.426686397253,998.192834748018
2.68,883.255236380502,216.981925237449,1075.52938303495,907.296571291675,1075.52938303495,1374.03152954608,536.655932804366,1914.15382723771,99.9688557124308,133.99076790664,1914.15382723771,1434.03917737993,308.944967769728,772.362419424319,121.893330077294,53.5963071626559,260.324920504329,1000,886.794636596937,998.370723519317
2.69,887.188284570001,219.431322354294,1085.59426195304,911.265642805336,1085.59426195304,1387.53266664048,539.252190503713,1918.62155461678,99.971231097785,134.303508823175,1918.62155461678,1447.45901593738,312.432488273985,781.081220684963,123.034016354678,53.72140352927,260.932531427883,1000,878.633748153991,998.488914722645
2.7,891.148416714109,221.882721607076,1095.63874362986,915.175033076723,1095.63874362986,1401.02900330918,541.810903381536,1923.0360513213,99.9759373224063,134.612523592491,1923.0360513213,1460.85165817315,315.9228594757,789.807148689249,124.172390944718,53.8450094369964,261.532902979697,1000,870.282569159014,998.641637712042
2.71,894.907785981929,224.352182785154,1105.61218018279,918.954480107703,1105.61218018279,1414.46825504342,544.290854882162,1927.2502554371,99.9801576821707,134.907517880597,1927.2502554371,1474.14957357705,319.438947754642,798.597369386606,125.302713754049,53.9630071522388,262.106034739446,1000,861.578185902324,998.782882074664
2.72,898.234336282935,226.856539603846,1115.45389404418,922.531174472386,1115.45389404418,1427.78443907151,546.649009291562,1931.11681064624,99.9816673792106,135.178176745237,1931.11681064624,1487.27185872558,323.004721428132,807.511803570329,126.418107991674,54.0712706980948,262.631886247889,1000,852.373404900481,998.871323833117
2.73,901.568244519788,229.362869223819,1125.26387049281,926.053801914426,1125.26387049281,1441.08169681592,548.972184353152,1934.94705443461,99.9851382921703,135.446293810423,1934.94705443461,1500.35182732375,326.573304031571,816.433260078927,127.529905322518,54.1785175241691,263.152799403107,1000,842.98012449603,998.992293879407
2.74,904.684193526783,231.887462568008,1134.98535154451,929.452285760034,1134.98535154451,1454.29871321711,551.21907313396,1938.59722052405,99.9882050791827,135.701805436684,1938.59722052405,1513.31380205935,330.167891039215,825.419727598038,128.631673175045,54.2807221746735,263.649221991271,1000,833.253381226652,999.103915734176
2.75,907.353546221732,234.447389374441,1144.55211048284,932.654524625316,1144.55211048284,1467.36108343369,553.346873343268,1941.9240258375,99.9890996961746,135.934681808625,1941.9240258375,1526.06948064378,333.812786824155,834.531967060388,129.715905854721,54.3738727234499,264.1016675139,1000,823.065004519192,999.169079394051
2.76,910.009155733833,237.009257721579,1154.07627788457,935.809188388211,1154.07627788457,1480.39007885344,555.442942750632,1945.23044730054,99.9915758167567,136.166131311038,1945.23044730054,1538.76837051277,337.460447029357,843.651117573393,130.795311493585,54.4664525244152,264.551340832874,1000,812.699271041698,999.264404894413
2.77,912.428783780458,239.589591589616,1163.4956685392,938.846670626817,1163.4956685392,1493.3161858673,557.466071781449,1948.37635340021,99.9937113530142,136.386344738015,1948.37635340021,1551.32755805227,341.134398962559,852.835997406398,131.862842434443,54.5545378952059,264.979184062429,1000,802.029304498322,999.352100394203
2.78,914.606294821875,242.188454322903,1172.80522734159,941.769489550467,1172.80522734159,1506.13213069654,559.417534949482,1951.36803533959,99.9955194926689,136.595762473771,1951.36803533959,1563.74030312212,344.834732815227,862.086832038066,132.917925765381,54.6383049895086,265.386052806184,1000,791.066658621016,999.432624367907
2.79,916.310860007267,244.823714103015,1181.93027057782,944.50446540572,1181.93027057782,1518.7512334828,561.253666404416,1954.06347175862,99.9958572036644,136.784443023103,1954.06347175862,1575.9070274371,348.586889806832,871.46722451708,133.952097332153,54.7137772092413,265.752632159172,1000,779.704755870814,999.473832996475
2.8,917.979384911589,247.460396853341,1191.0018672002,947.203714941796,1191.0018672002,1531.32061015739,563.064554585467,1956.76220438785,99.9972363997574,136.97335430715,1956.76220438785,1588.00248960027,352.341072863449,880.852682158623,134.980211616023,54.7893417228599,266.119659796748,1000,768.196938551066,999.542203327049
2.81,919.387193972686,250.115810270515,1199.94957648269,949.796291560217,1199.94957648269,1543.75883780942,564.80797543536,1959.32488299989,99.9983331964997,137.152741809993,1959.32488299989,1599.93276864359,356.121925170322,890.304812925806,135.994285334705,54.861096723997,266.468184087986,1000,756.436447340642,999.60468157645
2.82,920.30870251386,252.808065370586,1208.69466986426,952.210304236765,1208.69466986426,1555.97267555517,566.440876736708,1961.61432536216,99.9984582680577,137.313002775351,1961.61432536216,1611.59289315235,359.955233701478,899.888084253696,136.98539591795,54.9252011101406,266.779548249254,1000,744.335815942106,999.633359818476
2.83,921.170883456635,255.501705362321,1217.37835855976,954.595934685228,1217.37835855976,1568.12416471921,568.052674478112,1963.91945340502,99.9992185055537,137.474361738351,1963.91945340502,1623.17114474635,363.790514080336,909.47628520084,137.96954730344,54.9897446953405,267.093045663083,1000,732.11737492101,999.686107917957
2.84,921.754023971321,258.214277820292,1225.92617046725,956.883301510045,1225.92617046725,1580.12542592209,569.601623664732,1966.10539824082,99.9997308488701,137.627377876857,1966.10539824082,1634.56822728967,367.652751037095,919.131877592738,138.938299319622,55.0509511507429,267.390334160751,1000,719.692403865006,999.733984119242
2.85,921.838613841746,260.964138526554,1234.25601531546,959.001981508685,1234.25601531546,1591.87756366344,571.045407353394,1968.0399905575,99.999750946615,137.762799339025,1968.0399905575,1645.67468708728,371.568080050503,928.920200126258,139.882348402419,55.10511973561,267.65343871582,1000,706.99189830902,999.753245678867
2.86,921.840834229942,263.715344119476,1242.51815416555,961.099587617066,1242.51815416555,1603.55625050692,572.472348524343,1970.0010282671,100,137.900071978697,1970.0010282671,1656.69087222073,375.485323951364,938.713309878409,140.818724138762,55.1600287914787,267.920139844325,1000,694.206508626891,999.793341995149
2.87,921.546783004124,266.48568397586,1250.63472131456,963.107496506534,1250.63472131456,1615.06800055587,573.84130918827,1971.85833163008,100,138.030083214106,1971.85833163008,1667.51296175274,379.429811754691,948.574529386727,141.738601748983,55.2120332856423,268.172733101691,1000,681.264922915737,999.829376165334
2.88,920.951103565518,269.275221438621,1258.60304120046,965.028552511203,1258.60304120046,1626.40786929412,575.153937672092,1973.61669579993,100,138.153168705995,1973.61669579993,1678.13738826728,383.401633649911,958.504084124777,142.641678002719,55.261267482398,268.41187062879,1000,668.184383679868,999.861540320465
2.89,919.836783979383,272.10314012752,1266.3349057922,966.792319629367,1266.3349057922,1637.46762262658,576.367721052199,1975.14700121898,100,138.260290085329,1975.14700121898,1688.44654105627,387.428103814378,968.570259535946,143.517955989783,55.3041160341315,268.619992165781,1000,654.917588204091,999.871519993459
2.9,918.618192651234,274.931855740614,1273.99605902999,968.546539227115,1273.99605902999,1648.4451815116,577.571616707311,1976.71935665407,100,138.370354965785,1976.71935665407,1698.66141203999,391.455708661928,978.639271654821,144.386220023399,55.3481419863139,268.833832504953,1000,641.615699072072,999.897918441301
2.91,917.083679529601,277.779970762048,1281.50250478801,970.222346481194,1281.50250478801,1659.23782743765,578.724150826796,1978.20625473804,100,138.474437831663,1978.20625473804,1708.67000638401,395.510934932681,988.777337331702,145.236950542641,55.3897751326652,269.036050644374,1000,628.227622234567,999.921037422523
2.92,915.024745586125,280.666920388966,1288.76402804339,971.751188471392,1288.76402804339,1669.733507922,579.783816016965,1979.48412580549,100,138.563888806384,1979.48412580549,1718.35203739119,399.621455006946,999.053637517366,146.059923178251,55.4255555225537,269.209841109547,1000,614.722996692027,999.926709696024
2.93,912.842402390295,283.554620117729,1295.95295255025,973.276930363379,1295.95295255025,1680.14086002555,580.837607108916,1980.81078987801,100,138.65675529146,1980.81078987801,1727.937270067,403.733043097313,1009.33260774328,146.874667955695,55.4627021165841,269.390267423409,1000,601.219537638781,999.945232242768
2.94,910.333212996561,286.461921054655,1302.9831460129,974.732411420885,1302.9831460129,1690.35326135582,581.844943606824,1982.06402126767,100,138.744481488737,1982.06402126767,1737.31086135054,407.872539939148,1019.68134984787,147.671423214796,55.4977925954948,269.560706892403,1000,587.682207598661,999.96093896098
2.95,907.298107374273,289.408511906143,1309.76293520702,976.05107285655,1309.76293520702,1700.25562588543,582.76540023393,1983.12587909625,100,138.818811536737,1983.12587909625,1746.35058027602,412.067978866364,1030.16994716591,148.439799323462,55.527524614695,269.70511955709,1000,574.096518738486,999.963734061632
2.96,904.123871554013,292.355804110169,1316.47006735343,977.372543867003,1316.47006735343,1710.06584955836,583.683752842484,1984.24177350463,100,138.896924145324,1984.24177350463,1755.2934231379,416.264416399049,1040.66104099762,149.199940966722,55.5587696581297,269.85688119663,1000,560.547026401799,999.975781884806
2.97,900.61616234863,295.322899320091,1323.01679207136,978.631493985534,1323.01679207136,1719.67414253961,584.5603996578,1985.29486081823,100,138.970640257276,1985.29486081823,1764.02238942847,420.489050008488,1051.22262502122,149.94190310142,55.5882561029105,270.000101071279,1000,547.01379991922,999.985376021177
2.98,896.773824510932,298.30986087749,1329.40305665092,979.830385859882,1329.40305665092,1729.07887217345,585.396870174388,1986.28835351392,100,139.040184745974,1986.28835351392,1772.5374088679,424.741969882208,1061.85492470552,150.665679753771,55.6160738983898,270.135216077893,1000,533.512702055125,999.992577694134
2.99,892.405645728832,301.337234720697,1335.53315624398,980.90352469742,1335.53315624398,1738.15845059097,586.153088513187,1987.10880020002,100,139.097616014001,1987.10880020002,1780.71087499198,429.052429905055,1072.63107476264,151.360424374318,55.6390464056004,270.246796827202,1000,520.049025588149,999.993105112401
3,887.890070689836,304.364732561778,1341.5959403318,981.988318241087,1341.5959403318,1747.14789157182,586.912927283961,1987.99121967855,100,139.159385377498,1987.99121967855,1788.79458710907,433.363066479563,1083.40766619891,152.047539904271,55.6637541509993,270.366805876282,1000,506.663686510187,999.997619838553
3.01,883.040139718124,307.412298552639,1347.499454856,983.02011599189,1347.499454856,1755.93077096052,587.637019494225,1988.82293840168,100,139.217605688117,1988.82293840168,1796.665939808,437.702276650144,1094.25569162536,152.71660488368,55.687042275247,270.479919622628,1000,493.355508479614,1000
3.02,877.676297345665,310.500738951883,1353.14761203862,983.935515052066,1353.14761203862,1764.38401332893,588.286566244788,1989.49647572163,100,139.264753300514,1989.49647572163,1804.19681605149,442.099684952974,1105.24921238244,153.356729364377,55.7059013202056,270.571520698142,1000,480.143656981819,1000
3.03,872.159919532146,313.589247782928,1358.73213010101,984.86691232088,1358.73213010101,1772.74863392247,588.942679300229,1990.23394688225,100,139.316376281757,1990.23394688225,1811.64284013468,446.497190690926,1116.24297672732,153.989641411447,55.7265505127029,270.671816775985,1000,467.036449534619,1000
3.04,866.315228241835,316.698026563984,1364.16045938666,985.751812671045,1364.16045938666,1780.90649348032,589.567182045078,1990.92843372089,100,139.364990360463,1990.92843372089,1818.88061251555,450.923557353798,1127.30889338449,154.604852063822,55.7459961441851,270.766266986042,1000,454.048311526086,1000
3.05,859.974928803739,319.848143806111,1369.33652863689,986.529166947671,1369.33652863689,1788.73363011957,590.122597534077,1991.4784319645,100,139.403490237515,1991.4784319645,1825.78203818252,455.408782880186,1138.52195720046,155.191473245515,55.7613960950059,270.841066747172,1000,441.207514613285,1000
3.06,853.482383013215,322.998271986545,1374.45387321671,987.326206434629,1374.45387321671,1796.47563708193,590.687152108719,1992.09324117339,100,139.446526882137,1992.09324117339,1832.60516428894,459.894023980842,1149.73505995211,155.77143896456,55.7786107528548,270.924680799581,1000,428.496815512074,1000
3.07,846.673540786328,326.168871915194,1379.41973755728,988.082664607139,1379.41973755728,1804.01323666713,591.223911799364,1992.67171655613,100,139.487020158929,1992.67171655613,1839.22631674304,464.408413332376,1161.02103333094,156.334236923158,55.7948080635716,271.003353451633,1000,415.93926875531,1000
3.08,839.55367046692,329.360006932397,1384.23600693606,988.800370986169,1384.23600693606,1811.3477379944,591.734067790808,1993.21582119743,100,139.52510748382,1993.21582119743,1845.64800924809,468.952333225407,1172.38083306352,156.880080786087,55.8100429935281,271.077351682851,1000,403.544849866588,1000
3.09,831.967633402415,332.593632175439,1388.36404154752,989.419856245522,1388.80429362583,1818.35109860853,592.180939992822,1993.629658022,100,139.55407606154,1993.629658022,1851.73905816778,473.553813363891,1183.88453340973,157.397819944261,55.8216304246159,271.133633490991,1000,391.353208205774,1000
3.1,824.243058230767,335.82666160972,1392.61266708319,990.064568334387,1393.3247424965,1825.28027806832,592.640808204442,1994.11035941283,100,139.587725158898,1994.11035941283,1857.76632332867,478.153822036495,1195.38455509124,157.910137482937,55.8350900635592,271.199008880145,1000,379.31650409623,1000
3.11,816.227255877675,339.080427935175,1396.67886310656,990.675669446796,1397.702038226,1832.01164430861,593.077442109096,1994.56209343921,100,139.619346540745,1994.56209343921,1863.60271763467,482.781744304683,1206.95436076171,158.406230998947,55.8477386162979,271.260444707733,1000,367.468908994711,1000
3.12,807.778565416473,342.37715535223,1400.2560048736,991.196246601079,1401.83861688764,1838.41746451547,593.455619164249,1994.89512687318,100,139.642658881123,1994.89512687318,1869.11815585018,487.462991419868,1218.65747854967,158.875043247266,55.8570635524492,271.305737254753,1000,355.857185646967,1000
3.13,799.203662849501,345.673222650804,1403.94464391463,991.744182648624,1405.93418098908,1844.75617690728,593.848437883556,1995.29364237158,100,139.67055496601,1995.29364237158,1874.57890798544,492.145879644717,1230.36469911179,159.339207178763,55.8682219864042,271.359935362535,1000,344.413150606239,1000
3.14,790.362683254443,348.990228641166,1407.4456760798,992.263089259014,1409.8940079306,1850.90417126323,594.221058350185,1995.66778568085,100,139.696744997659,1995.66778568085,1879.85867724079,496.856053804338,1242.14013451084,159.787987565467,55.8786979990637,271.410818852595,1000,333.178102466975,1000
3.15,781.127518954978,352.350668519358,1410.45705133052,992.698633780132,1413.6216341367,1856.73445390243,594.539736437659,1995.93394211534,100,139.715375948074,1995.93394211534,1884.8288455156,501.61516153173,1254.03790382933,160.210451868826,55.8861503792296,271.447016127687,1000,322.205133642347,1000
3.16,771.783077474708,355.710382041491,1413.568978442,993.163108580463,1417.31549283356,1862.50573737365,594.874352901689,1996.26352935957,100,139.73844705517,1996.26352935957,1889.75399044474,506.378691422621,1265.94672855655,160.629089187803,55.8953788220679,271.491839992901,1000,311.407444746301,1000
3.17,762.202370919001,359.091236054057,1416.48650829402,993.602606059462,1420.88173617116,1868.09486131596,595.191483987921,1996.57263300119,100,139.760084310083,1996.57263300119,1894.50898156155,511.168612756923,1277.92153189231,161.033263432732,55.9040337240333,271.533878088162,1000,300.832755732922,1000
3.18,752.396159100872,362.493293896229,1419.20698998398,994.018351377209,1424.3231808144,1873.50494303274,595.491956995617,1996.8623688632,100,139.780365820424,1996.8623688632,1899.0975744192,515.984576265717,1289.96144066429,161.423293825632,55.9121463281695,271.573282165395,1000,290.484467456329,1000
3.19,742.250691789241,365.939966784633,1421.42582319526,994.358159301391,1427.54243792121,1878.60688973849,595.743182804935,1997.05558648534,100,139.793891053974,1997.05558648534,1903.38991722828,520.843972714567,1302.10993178642,161.788142964403,55.9175564215894,271.599559762006,1000,280.424869972009,1000
3.2,732.027952694534,369.385277177325,1423.73621125992,994.729511485869,1430.74059569381,1883.66534875142,596.01240701941,1997.31026259878,100,139.811718381914,1997.31026259878,1907.65412759175,525.710256998393,1314.27564249598,162.150600845299,55.9246873527657,271.634195713434,1000,270.5415273546,1000
3.21,721.614353380834,372.851993202541,1425.8402945463,995.080514899576,1433.82263466888,1888.55474517166,596.267280731088,1997.54866110816,100,139.828406277571,1997.54866110816,1911.76351289184,530.601269237436,1326.50317309359,162.499898595806,55.9313625110284,271.66661791071,1000,260.891451468323,1000
3.22,710.909723764517,376.363803882899,1427.43898024034,995.361689697292,1436.69286424113,1893.1476220283,596.476780226748,1997.69982882061,100,139.838988017443,1997.69982882061,1915.59048565485,535.53067810163,1338.82669525407,162.825191280662,55.9355952069772,271.687176719603,1000,251.54189019615,1000
3.23,700.151998028147,379.874179014244,1429.11294820557,995.674756937721,1439.54935237421,1897.70633296257,596.704795486759,1997.90901501584,100,139.853631051109,1997.90901501584,1919.39913649894,540.468942185901,1351.17235546475,163.14892660241,55.9414524204435,271.715626042154,1000,242.365570756276,1000
3.24,689.24049382559,383.406161579084,1430.5694841241,995.970440097948,1442.29856918469,1902.10665716652,596.920488199173,1998.10451221028,100,139.86731585472,1998.10451221028,1923.06475891292,545.430261018743,1363.57565254686,163.460504507598,55.9469263418878,271.742213660598,1000,233.424675530997,1000
3.25,678.088241981344,386.983720338781,1431.51538999728,996.201960715759,1444.8467076249,1906.22306887548,597.094402757092,1998.2214885749,100,139.875504200243,1998.2214885749,1926.4622768332,550.424655512176,1376.06163878044,163.749293530822,55.9502016800973,271.758122446187,1000,224.790816998359,1000
3.26,666.908776604712,390.559768567894,1432.51818899211,996.465324957734,1447.38824977099,1910.3147384948,597.287088152087,1998.392685551,100,139.88748798857,1998.392685551,1929.85099969465,555.429411216552,1388.57352804138,164.037334974045,55.9549951954281,271.781405234937,1000,216.32368366861,1000
3.27,655.613976202441,394.157626029563,1433.29073036898,996.713873249877,1449.8313524794,1914.25910633756,597.469222400161,1998.55235362703,100,139.898664753892,1998.55235362703,1933.10846997253,560.455158334594,1401.13789583649,164.314219947665,55.9594659015569,271.803120093277,1000,208.090060501354,1000
